id,user_id,image_id,label_id,top,left,bottom,right,time_effort,token,creation_date,is_validated,is_correct
405,A2KAGFQU28JY43,195,20,146,1352,477,1614,21,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,
406,A2KAGFQU28JY43,195,10,147,1072,485,1359,17,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,
407,A2KAGFQU28JY43,195,21,141,711,491,1085,17,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,
408,A2KAGFQU28JY43,195,15,141,445,496,657,12,E98D15UVP3FU38ORL1N8,1/1/2020 20:56:46.444,1,
411,A9LXSGXZM4IJE,232,19,90,426,407,1574,17,N8A1CK76OJHSITFBSEJ1,1/1/2020 20:56:54.91,1,
413,A218BGZJ249RHB,88,3,159,194,474,685,22,FF8B2P7G2ZLMT65GMAPT,1/1/2020 20:56:56.702,1,
414,A218BGZJ249RHB,88,8,189,1592,491,1885,1,FF8B2P7G2ZLMT65GMAPT,1/1/2020 20:56:56.702,1,
415,A31Y7PAMZO5GVZ,196,6,385,998,280,799,18,FG6SGVSP3TG5WF64XUWH,1/1/2020 20:56:58.478,1,
416,A31Y7PAMZO5GVZ,196,20,179,1348,379,1593,13,FG6SGVSP3TG5WF64XUWH,1/1/2020 20:56:58.478,1,
417,A8SNO98K3BCWO,417,3,197,419,480,1024,16,5QX742HPDB46UEGC579R,1/1/2020 20:57:02.833,1,
430,A24LB89P1BPKKF,66,10,188,915,490,1701,18,QH9W3KFYMZ2NMT1ZQQMC,1/1/2020 20:57:14.481,0,
431,A24LB89P1BPKKF,66,22,189,1704,488,1863,18,QH9W3KFYMZ2NMT1ZQQMC,1/1/2020 20:57:14.481,0,
418,A3AJE1ORZMFDON,132,3,108,968,529,1267,2,H3RZPH7QJLI8VHR2DI1G,1/1/2020 20:57:06.83,1,
419,A3AJE1ORZMFDON,132,8,113,1296,481,1808,18,H3RZPH7QJLI8VHR2DI1G,1/1/2020 20:57:06.83,1,
425,A3QKLTHN892K0O,288,12,243,426,511,1281,12,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,
426,A3QKLTHN892K0O,288,22,219,1619,517,1875,6,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,
427,A3QKLTHN892K0O,288,4,248,1291,521,1528,8,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,
428,A3QKLTHN892K0O,288,17,242,131,489,380,11,R10SCRV971WHD8LHHXUG,1/1/2020 20:57:11.942,1,
420,AQ6SWL9GKRG91,173,17,114,331,522,631,20,B63296LTQ5HFYZ67WBAF,1/1/2020 20:57:09.36,1,
421,AQ6SWL9GKRG91,173,6,137,635,564,1067,1,B63296LTQ5HFYZ67WBAF,1/1/2020 20:57:09.36,1,
432,A1GWYEIX5S6JU4,348,20,297,413,473,585,19,DYKUPJ739TX5VE94Y8TV,1/1/2020 20:57:17.003,1,
434,A1PVP1QAW385T6,414,19,206,298,479,562,20,QSA1CC87ZVZLT0A7S050,1/1/2020 20:57:21.783,1,
433,AWFMRXKNIXWTI,392,6,229,912,516,1279,4,51HEHEJGFQPEZN75D5V1,1/1/2020 20:57:20.69,1,
429,A1T02KY1E9YI3I,66,6,184,970,489,1340,35,MYQKEZZUHEWJ808WWWCO,1/1/2020 20:57:13.585,1,
435,AX1TWZNM2XLYO,230,19,472,1807,2,188,37,6BZ4TMBSM50VLCR4ZEKC,1/1/2020 20:57:24.864,1,
437,A11GOMJ2VPMGOO,248,6,213,1049,476,1578,18,2P5Z2WPSCV6Z7N5JLRO6,1/1/2020 20:57:31.309,1,
438,A11GOMJ2VPMGOO,248,6,215,1628,454,1875,8,2P5Z2WPSCV6Z7N5JLRO6,1/1/2020 20:57:31.309,1,
439,A3406Q849D8R6O,476,22,241,599,472,1406,13,V2JQJO7V8ZJVL7HOQ8GK,1/1/2020 20:57:32.375,1,
440,AFS1T34U5DMYF,160,6,176,785,553,1434,15,0EQ7LY0MLZ5YGAYNO3Y0,1/1/2020 20:57:34.694,1,
441,A84KYYIRZ3K00,147,22,89,220,352,980,30,2HG93KWYXEM9GKPA5NL5,1/1/2020 20:57:36.327,1,
442,A84KYYIRZ3K00,147,19,337,1284,337,1284,10,2HG93KWYXEM9GKPA5NL5,1/1/2020 20:57:36.327,1,
443,A3FCYUTV0X0Z6U,406,8,219,662,430,779,14,SK41XJZ49BIK59Q8WSRM,1/1/2020 20:57:37.632,1,
444,A18E8UUQFS86S4,117,1,147,436,559,1122,13,NIM554R5KFZAWWSO1S8O,1/1/2020 20:57:41.757,1,
445,A371TFBL370YUF,175,6,157,455,508,1000,31,8HAO6TM247KXWUW4PG5B,1/1/2020 20:57:45.94,1,
446,A371TFBL370YUF,175,10,169,1017,478,1488,11,8HAO6TM247KXWUW4PG5B,1/1/2020 20:57:45.94,1,
448,A31Y7PAMZO5GVZ,293,12,145,629,483,1556,28,APUC3J7788MU9G1TZN2H,1/1/2020 20:57:59.814,1,
447,A2A8BHK6O9QP95,382,19,185,473,481,139,24,LW4RU9FTVWIZHLFFHUCG,1/1/2020 20:57:50.113,1,
423,A3AWNU60ULIUIK,122,7,113,792,494,1198,19,FD4T1VBVDWJVFA5O3U4S,1/1/2020 20:57:11.889,1,
424,A3AWNU60ULIUIK,122,8,102,754,444,422,3,FD4T1VBVDWJVFA5O3U4S,1/1/2020 20:57:11.889,1,
449,A19KV11YU93DS7,363,23,197,568,518,1622,25,WPV1UQ0I7NYV6GBMWA38,1/1/2020 20:58:03.916,1,
451,A20OJ1Q95TMP8B,100,6,148,536,498,1208,11,DVE9UQF63BYVXUY03KSY,1/1/2020 20:58:10.938,1,
452,A20OJ1Q95TMP8B,100,13,101,1830,502,1208,8,DVE9UQF63BYVXUY03KSY,1/1/2020 20:58:10.938,1,
454,A2KAGFQU28JY43,417,12,184,392,485,1206,19,93AI1FAF67S4CDMT5XWK,1/1/2020 20:58:12.552,1,
455,A9LXSGXZM4IJE,20,8,277,554,488,1003,10,0OUQCZILEGG3NC2VWVFN,1/1/2020 20:58:18.153,1,
456,A9LXSGXZM4IJE,20,7,253,1296,491,1599,9,0OUQCZILEGG3NC2VWVFN,1/1/2020 20:58:18.153,1,
458,A3VQCI0JRU7856,158,6,171,74,521,1178,21,1HN5WR5HG1FEO53O8L7B,1/1/2020 20:58:19.411,1,
459,A3VQCI0JRU7856,158,20,186,1214,513,1682,14,1HN5WR5HG1FEO53O8L7B,1/1/2020 20:58:19.411,1,
457,A3BHKF9NJKCXPB,27,17,262,1413,424,1501,10,JA0NII8A42P8XT2YW4PF,1/1/2020 20:58:19.295,1,
450,A3UXXT6KP7MIRG,504,22,271,431,460,858,42,5ABTI843I3BJDFQKFKQB,1/1/2020 20:58:06.972,1,
453,A2KAGFQU28JY43,417,21,181,1203,463,1614,19,93AI1FAF67S4CDMT5XWK,1/1/2020 20:58:12.552,1,
461,A3QKLTHN892K0O,95,3,86,449,491,1865,25,19BTT6JVE66C9SCUIO86,1/1/2020 20:58:19.811,1,
462,A2QGNZ4WU914YU,292,6,190,361,497,835,17,XOECMGE92H02BOZ4FFUW,1/1/2020 20:58:19.973,1,
465,AWFMRXKNIXWTI,41,6,186,1001,493,2004,25,VQ27ZM121J8G4DIWHSAX,1/1/2020 20:58:21.485,1,
460,A3VQCI0JRU7856,158,17,483,2005,135,1692,33,1HN5WR5HG1FEO53O8L7B,1/1/2020 20:58:19.411,1,
466,AFS1T34U5DMYF,414,19,229,305,483,520,16,5EEMC99SL04ZT8625NUC,1/1/2020 20:58:23.187,1,
463,A139DWC3CINYIV,206,22,109,1037,482,1577,12,ZINTRIOB0DBR3MJBTYOR,1/1/2020 20:58:20.025,1,
464,A2QYIIYOACAW9,66,10,180,981,484,1357,5,7OO62LK0HJ3X5JGST9TH,1/1/2020 20:58:21.358,1,
467,A1GWYEIX5S6JU4,419,8,266,1017,471,1458,14,6LA8I1REU157UKF7E7ZC,1/1/2020 20:58:25.814,1,
468,A218BGZJ249RHB,158,6,194,140,491,577,11,P3I36AE7X30DTFNOK2PO,1/1/2020 20:58:31.397,1,
469,A218BGZJ249RHB,158,6,192,727,459,1139,2,P3I36AE7X30DTFNOK2PO,1/1/2020 20:58:31.397,1,
470,A218BGZJ249RHB,158,20,171,1229,480,1697,13,P3I36AE7X30DTFNOK2PO,1/1/2020 20:58:31.397,1,
476,A8NMM0NXN9JIT,84,23,77,535,495,1060,15,F7GYOPVMAYU06WY8D2AP,1/1/2020 20:58:40.244,1,
477,A8NMM0NXN9JIT,84,21,431,1636,45,1112,6,F7GYOPVMAYU06WY8D2AP,1/1/2020 20:58:40.244,1,
479,A1BAT5O7WVAFPW,48,19,116,304,629,890,14,XEONUS10C8LOQ5CF4MOH,1/1/2020 20:58:51.065,0,
478,A1BAT5O7WVAFPW,48,19,116,304,629,890,14,R2PQ5Q9B71PX1GEHXKDH,1/1/2020 20:58:48.447,1,
475,A3R0QO6884CV1P,304,23,214,3,497,932,14,Y7D5L57LPW8P0GUYVO8N,1/1/2020 20:58:39.535,1,
480,A8EYA1C3K777T,419,3,180,841,493,1901,6,4YT5YI4R7NW8FTN81QR9,1/1/2020 20:58:51.203,1,
481,AX1TWZNM2XLYO,28,11,154,215,563,719,17,JYKC81D0WLBCZKXP9KUL,1/1/2020 20:58:55.259,1,
471,A102UBN1SZ3L6R,220,19,207,462,456,837,24,K626B77FNP6LZO32RLFL,1/1/2020 20:58:35.657,1,
472,A102UBN1SZ3L6R,220,10,240,1471,507,1657,30,K626B77FNP6LZO32RLFL,1/1/2020 20:58:35.657,1,
473,A102UBN1SZ3L6R,220,7,237,855,469,935,15,K626B77FNP6LZO32RLFL,1/1/2020 20:58:35.657,1,
474,A102UBN1SZ3L6R,220,14,237,947,472,1442,15,K626B77FNP6LZO32RLFL,1/1/2020 20:58:35.657,1,
482,A2FZGTBV00F1P8,142,5,304,626,460,771,49,S0Y0INXBIWR65NVNN3ZB,1/1/2020 20:58:59.991,1,
484,A37O5SYY9VWSPY,299,14,421,1321,421,1325,11,8JXMPQLHB4Z6WDQEG9FQ,1/1/2020 20:59:07.734,1,
483,A97C9XYO55BF4,423,8,252,439,441,1337,22,U9WIMJXXS99JY2U5GEB2,1/1/2020 20:59:07.482,1,
485,AXYC1MB6XJ978,142,10,445,422,178,995,26,6Y3ES4Z8T8UYWNDDRJGI,1/1/2020 20:59:10.193,1,
486,A2ROVZCNSC9710,203,9,127,354,501,832,74,5OJ8QCRHQJLN3N9XBBBF,1/1/2020 20:59:16.5,1,
489,AKEPGNEGFNLZ5,147,9,250,297,471,1065,32,I9JLD652BJZGCJZTQ72V,1/1/2020 20:59:23.772,1,
487,AGXVWHXJZ6O7K,271,19,147,1518,521,255,23,H5LMXGNQMUMO3H5SOT5X,1/1/2020 20:59:20.655,1,
491,A6LG02AB3W8QO,120,23,164,12,529,1976,16,VJ5FGUONWEZJ1OBX1ZX5,1/1/2020 20:59:30.074,1,
488,A2R6ZZXURYYVVV,235,19,138,318,555,1580,27,3AU3JP6LSNUZT5R7MKCL,1/1/2020 20:59:23.749,1,
492,AQ6SWL9GKRG91,13,22,192,573,486,334,13,62L3NSTQ5KFHEIM5XQZK,1/1/2020 20:59:34.435,1,
493,AQ6SWL9GKRG91,13,22,207,1088,526,1504,11,62L3NSTQ5KFHEIM5XQZK,1/1/2020 20:59:34.435,1,
497,A19KV11YU93DS7,385,8,208,324,535,888,29,262IHFTJ9L5VQMX550FK,1/1/2020 20:59:35.62,1,
494,A1JEP6K9VPF9K7,48,8,217,483,475,949,20,I9PEBBQZ9T8IVHX0QFZZ,1/1/2020 20:59:35.279,1,
495,A1JEP6K9VPF9K7,48,7,162,1003,466,1238,20,I9PEBBQZ9T8IVHX0QFZZ,1/1/2020 20:59:35.279,1,
496,A1JEP6K9VPF9K7,48,23,163,1255,470,1513,40,I9PEBBQZ9T8IVHX0QFZZ,1/1/2020 20:59:35.279,1,
498,A3406Q849D8R6O,474,15,239,961,460,1151,20,Z3D30WZBC64YYU205GGU,1/1/2020 20:59:40.421,1,
490,A2IQFGFVT5125S,352,6,209,635,512,1216,10,FEP39TYTJSO9T61ELB1G,1/1/2020 20:59:29.789,1,
502,A1PVP1QAW385T6,466,20,239,308,493,1188,33,FP0006FMQL2NWX4LANHO,1/1/2020 20:59:50.093,1,
499,A1GWYEIX5S6JU4,296,8,305,853,489,1123,12,RLXP580J3L3OWN7BCG6W,1/1/2020 20:59:46.197,1,
500,A1GWYEIX5S6JU4,296,9,277,529,501,808,17,RLXP580J3L3OWN7BCG6W,1/1/2020 20:59:46.197,1,
504,A371TFBL370YUF,163,4,189,455,461,678,30,23NXRCDMXUIJ34XX45J2,1/1/2020 20:59:54.143,1,
508,A8NMM0NXN9JIT,271,16,129,97,508,572,15,NGI8YUAA680V2U4CYXQS,1/1/2020 20:59:54.55,1,
509,A8NMM0NXN9JIT,271,9,150,631,510,1132,6,NGI8YUAA680V2U4CYXQS,1/1/2020 20:59:54.55,1,
510,A8NMM0NXN9JIT,271,15,159,1162,517,1531,3,NGI8YUAA680V2U4CYXQS,1/1/2020 20:59:54.55,1,
511,A1KL6MRIHQFJND,84,16,120,596,426,1022,25,5KRR3IQWMB6N6H1CUQ2Z,1/1/2020 20:59:57.316,1,
512,A1KL6MRIHQFJND,84,6,100,1195,387,1573,7,5KRR3IQWMB6N6H1CUQ2Z,1/1/2020 20:59:57.316,1,
501,A49A0FF6ZXYDU,133,4,37,784,515,1127,15,TL6I5HKZW2DVL3OTMAIS,1/1/2020 20:59:47.917,1,
513,A16WMISN53AP9Q,150,12,308,1227,433,1546,16,47NJ9T7LYC3UVUE569S8,1/1/2020 20:59:58.113,1,
514,A16WMISN53AP9Q,150,9,304,1757,482,2004,4,47NJ9T7LYC3UVUE569S8,1/1/2020 20:59:58.113,1,
516,A2QGNZ4WU914YU,196,6,221,543,435,1080,15,UXI1PT4F1ZX0DRD3WUNG,1/1/2020 21:00:04.233,1,
517,A2QGNZ4WU914YU,196,11,199,1194,199,1194,20,UXI1PT4F1ZX0DRD3WUNG,1/1/2020 21:00:04.233,1,
518,A2QGNZ4WU914YU,196,8,148,365,411,485,11,UXI1PT4F1ZX0DRD3WUNG,1/1/2020 21:00:04.233,1,
515,AOQIN4AGBL85L,494,12,12,351,281,481,21,VXE6JNZJI5PFZRMAGO81,1/1/2020 21:00:02.633,1,
505,AITNHVHINS6HY,146,4,237,965,279,1188,10,D2091AE1PMGFCOPJWGWY,1/1/2020 20:59:54.284,1,
506,AITNHVHINS6HY,146,22,244,1303,279,1465,15,D2091AE1PMGFCOPJWGWY,1/1/2020 20:59:54.284,1,
507,AITNHVHINS6HY,146,19,260,848,240,545,13,D2091AE1PMGFCOPJWGWY,1/1/2020 20:59:54.284,1,
520,A2DNSH0ZW9I6GK,147,4,255,1477,474,1707,28,U3FERZG2CFJFI16Y3OSN,1/1/2020 21:00:11.416,1,
521,A2DNSH0ZW9I6GK,147,22,255,1727,459,2000,28,U3FERZG2CFJFI16Y3OSN,1/1/2020 21:00:11.416,1,
522,A2DNSH0ZW9I6GK,147,21,251,1452,462,1052,8,U3FERZG2CFJFI16Y3OSN,1/1/2020 21:00:11.416,1,
523,A2DNSH0ZW9I6GK,147,14,251,1035,447,659,19,U3FERZG2CFJFI16Y3OSN,1/1/2020 21:00:11.416,1,
519,A2WPSXR944YB1Y,133,4,128,794,514,1114,11,AFQR3ZJG22TYE25UFECF,1/1/2020 21:00:05.308,1,
525,A226S9LUL53Q01,423,15,278,1549,490,1861,13,B4NJU2TP12Y57XUVPAYP,1/1/2020 21:00:13.202,1,
526,A226S9LUL53Q01,423,6,202,234,398,401,10,B4NJU2TP12Y57XUVPAYP,1/1/2020 21:00:13.202,1,
532,A21D9YDJU8K2QI,464,20,271,856,458,1794,12,QTRVUWM9IQGKFGXW0IQC,1/1/2020 21:00:25.679,1,
503,A1GE80K9BCR29A,59,8,88,134,558,999,18,7GU7247KK3C93L7CN9GG,1/1/2020 20:59:53.971,1,
527,A171SF2UF7YUN4,395,6,204,421,537,654,11,NGERHJERBPRYZ5PGNQB7,1/1/2020 21:00:16.884,1,
528,A3FCYUTV0X0Z6U,511,20,252,298,444,600,26,5WRHO0D8CYI8WV9ET90F,1/1/2020 21:00:18.574,1,
529,A3FCYUTV0X0Z6U,511,20,254,626,444,1198,6,5WRHO0D8CYI8WV9ET90F,1/1/2020 21:00:18.574,1,
524,A226S9LUL53Q01,423,6,207,1377,482,409,18,B4NJU2TP12Y57XUVPAYP,1/1/2020 21:00:13.202,1,
534,AKEPGNEGFNLZ5,5,10,177,294,510,846,18,HBPEX496T4CT7M3OADX5,1/1/2020 21:00:38.053,1,
533,A97C9XYO55BF4,256,6,217,323,517,575,18,Z7BY1ORE0FV1BO5PCGSM,1/1/2020 21:00:31.803,1,
530,A3VQCI0JRU7856,495,1,567,953,244,1921,15,1GK3GC50U8Y2DUN77HYH,1/1/2020 21:00:25.075,1,
531,A3VQCI0JRU7856,495,1,195,326,431,945,2,1GK3GC50U8Y2DUN77HYH,1/1/2020 21:00:25.075,1,
536,A37WDOIQH6JM6V,134,4,112,749,532,1106,13,HFOPLEDE9N2N39WCK7HI,1/1/2020 21:00:49.356,0,
535,A1KL6MRIHQFJND,348,15,267,638,518,1583,11,F8E3VVDT31HU699XSY8P,1/1/2020 21:00:49.199,1,
539,A32KY6ARWL8W3E,175,6,455,917,164,416,14,1DCGNDJO7XPM14ZMFRDX,1/1/2020 21:00:53.452,1,
540,A32KY6ARWL8W3E,175,6,177,1007,419,1453,9,1DCGNDJO7XPM14ZMFRDX,1/1/2020 21:00:53.452,1,
541,A32KY6ARWL8W3E,175,7,177,1007,419,1453,17,1DCGNDJO7XPM14ZMFRDX,1/1/2020 21:00:53.452,1,
542,A32KY6ARWL8W3E,175,7,205,1507,482,1743,11,1DCGNDJO7XPM14ZMFRDX,1/1/2020 21:00:53.452,1,
543,A2A8BHK6O9QP95,476,20,19,520,478,1466,23,8CWOK1ZS4SXXO4ITDBQP,1/1/2020 21:01:01.761,0,
544,A2A8BHK6O9QP95,476,15,65,1500,487,1862,9,8CWOK1ZS4SXXO4ITDBQP,1/1/2020 21:01:01.761,0,
545,A2A8BHK6O9QP95,476,10,177,145,433,503,15,8CWOK1ZS4SXXO4ITDBQP,1/1/2020 21:01:01.761,0,
537,A2HITRHQ441VHA,60,6,336,979,167,1529,13,SLICDMBSYS8JSYF9VW2C,1/1/2020 21:00:50.956,1,
538,A2R6ZZXURYYVVV,256,6,179,321,539,638,22,TNBDGX1R9ZUV4X3UJYEY,1/1/2020 21:00:51.899,1,
548,A1J3NRLGFEIS5H,236,19,530,1690,142,145,13,5ND35FXK0OD9BJEGQ88E,1/1/2020 21:01:06.34,1,
546,A19KV11YU93DS7,49,7,83,328,451,831,3,EQ97LNX5AY39W1DAV364,1/1/2020 21:01:02.618,1,
547,A19KV11YU93DS7,49,19,97,953,520,1665,14,EQ97LNX5AY39W1DAV364,1/1/2020 21:01:02.618,1,
550,AOQIN4AGBL85L,31,3,242,288,497,541,22,A5GCC31H10ZGCRTZUSU4,1/1/2020 21:01:12.887,1,
551,AOQIN4AGBL85L,31,19,211,839,496,1291,11,A5GCC31H10ZGCRTZUSU4,1/1/2020 21:01:12.887,1,
549,A1GE80K9BCR29A,191,22,124,140,540,792,12,Y1ZSZ0Q4A9Q6B5DD4NLJ,1/1/2020 21:01:12.044,1,
555,A2090SRVQLWA3F,49,7,64,322,535,803,22,B8H7COMOUFEGVOHI0Y6B,1/1/2020 21:01:20.487,0,
556,A2090SRVQLWA3F,49,19,67,815,502,1660,12,B8H7COMOUFEGVOHI0Y6B,1/1/2020 21:01:20.487,0,
552,A37O5SYY9VWSPY,112,15,92,721,412,1325,4,N2QXZH91O1DWDVXAFJW8,1/1/2020 21:01:14.433,1,
553,A3Q9UK9RCL87O8,60,6,136,476,431,1538,14,3DGS5FSY2MUL0VTGP2VU,1/1/2020 21:01:19.027,1,
554,A84KYYIRZ3K00,112,23,53,466,198,1346,21,U9Z18D844NKFJ6HVP58U,1/1/2020 21:01:19.412,1,
557,A3406Q849D8R6O,31,20,197,824,507,1410,21,15PWDGZ8ATTHHKCGI1MC,1/1/2020 21:01:22.744,1,
558,A32KY6ARWL8W3E,19,8,248,109,489,557,9,EER29IUDW1VOFCE8H0XL,1/1/2020 21:01:37.134,1,
560,A2QGNZ4WU914YU,476,15,24,510,470,1497,20,VZ5I0Z2OGJFJH6WA8I8Q,1/1/2020 21:01:42.417,1,
559,A16WMISN53AP9Q,395,15,226,434,480,902,14,CRO8YYO0LHA3CKY6SNYO,1/1/2020 21:01:39.265,1,
565,A34FEDYGGZ4BN8,255,6,172,419,544,633,27,INBOOFENGDL723C1WX23,1/1/2020 21:01:57.358,1,
561,A2SC7SYQ22RJBR,13,22,195,344,487,570,11,K0054GGVUMHKS9EW5MPV,1/1/2020 21:01:57.061,1,
562,A2SC7SYQ22RJBR,13,22,191,622,497,1028,22,K0054GGVUMHKS9EW5MPV,1/1/2020 21:01:57.061,1,
563,A2SC7SYQ22RJBR,13,22,187,1086,523,1502,9,K0054GGVUMHKS9EW5MPV,1/1/2020 21:01:57.061,1,
564,A2SC7SYQ22RJBR,13,22,519,1664,519,1666,14,K0054GGVUMHKS9EW5MPV,1/1/2020 21:01:57.061,1,
566,AQ6SWL9GKRG91,285,22,247,333,507,502,14,CW0YQVRU7K0PKF4RI5JE,1/1/2020 21:01:58.038,1,
568,A49A0FF6ZXYDU,19,6,247,1362,474,1589,20,3BJ2A4BU4GVT7U09XDXA,1/1/2020 21:02:02.359,1,
567,A3VQCI0JRU7856,8,6,171,734,535,1668,11,XM5MTY3J1SMQRAADGBHU,1/1/2020 21:02:01.236,1,
570,A3KOWY3F88WP94,177,17,186,446,477,675,12,MWSEOC1JW01XE9HWBVJ9,1/1/2020 21:02:21.917,1,
571,A3KOWY3F88WP94,177,8,183,855,495,1103,3,MWSEOC1JW01XE9HWBVJ9,1/1/2020 21:02:21.917,1,
579,AGA1PIIWM8I8D,216,22,217,973,468,1511,17,9AASZ1UDGE8XZRW96EQM,1/1/2020 21:02:28.449,0,
580,AGA1PIIWM8I8D,216,15,216,1513,462,1614,10,9AASZ1UDGE8XZRW96EQM,1/1/2020 21:02:28.449,0,
572,A2090SRVQLWA3F,492,1,174,330,521,1361,18,7XMIERAZQLRCZJDKOGOT,1/1/2020 21:02:22.903,1,
573,A2V84QVZRULWF1,362,12,208,342,505,911,22,VYN3EQU49W0C6FC9YIN5,1/1/2020 21:02:24.869,1,
574,A2V84QVZRULWF1,362,19,208,933,516,1229,14,VYN3EQU49W0C6FC9YIN5,1/1/2020 21:02:24.869,1,
575,A2V84QVZRULWF1,362,12,208,933,516,1229,7,VYN3EQU49W0C6FC9YIN5,1/1/2020 21:02:24.869,1,
577,A3C5V0SNXXS5E7,177,6,186,809,512,1256,7,3MCF2R2DPV8JV814CPBN,1/1/2020 21:02:26.892,1,
578,A3C5V0SNXXS5E7,177,6,181,1268,504,1558,26,3MCF2R2DPV8JV814CPBN,1/1/2020 21:02:26.892,1,
581,A1NKJ3I0F4UKNS,32,22,251,1098,505,1450,21,0ZRG62VGAO8HRZ54PT7A,1/1/2020 21:02:30.353,1,
582,A1NKJ3I0F4UKNS,32,9,150,1599,513,1839,14,0ZRG62VGAO8HRZ54PT7A,1/1/2020 21:02:30.353,1,
583,A1FPCIKO68OQ63,481,10,216,1061,455,1521,4,XMCZSB65G7WKEQT5E3VW,1/1/2020 21:02:32.744,1,
576,A97C9XYO55BF4,228,19,154,1696,528,2003,36,HYPS2JKKC8KU5GUPXXFL,1/1/2020 21:02:26.086,1,
584,A1GE80K9BCR29A,157,6,148,136,525,485,10,P0DY9SK3UXI11HOR9C9G,1/1/2020 21:02:36.612,1,
585,A1GE80K9BCR29A,157,20,165,499,500,993,3,P0DY9SK3UXI11HOR9C9G,1/1/2020 21:02:36.612,1,
586,A1GE80K9BCR29A,157,17,121,992,523,1384,4,P0DY9SK3UXI11HOR9C9G,1/1/2020 21:02:36.612,1,
587,A1GE80K9BCR29A,157,17,124,1381,481,1648,2,P0DY9SK3UXI11HOR9C9G,1/1/2020 21:02:36.612,1,
588,A1GE80K9BCR29A,157,6,125,1658,286,1874,3,P0DY9SK3UXI11HOR9C9G,1/1/2020 21:02:36.612,1,
589,A1RDDIGJLS0HD3,414,19,203,268,462,554,32,76HSLTZ8WAXYLO7XVWGB,1/1/2020 21:02:37.942,1,
590,A1RDDIGJLS0HD3,414,6,213,558,453,960,24,76HSLTZ8WAXYLO7XVWGB,1/1/2020 21:02:37.942,1,
591,A3Q9UK9RCL87O8,403,8,206,475,505,1123,20,TF72IGI3EYGWJWRUL5DP,1/1/2020 21:02:38.854,1,
595,A2WPSXR944YB1Y,146,19,249,155,445,525,20,FVOGEZLXCPO96V2F7WTT,1/1/2020 21:02:54.843,1,
592,A226S9LUL53Q01,120,19,167,144,549,1845,43,RLYW3W3IA6XHMCSYYNUX,1/1/2020 21:02:41.035,1,
594,A10NBQP7W50X1I,191,3,99,348,497,598,18,V89NVU2CN96PDV9073EG,1/1/2020 21:02:53.442,1,
600,A1J3NRLGFEIS5H,13,22,181,153,492,594,12,3L33EOWMM3O8DW3ESD0V,1/1/2020 21:02:59.023,1,
601,A1J3NRLGFEIS5H,13,22,176,1061,529,1528,10,3L33EOWMM3O8DW3ESD0V,1/1/2020 21:02:59.023,1,
602,A1J3NRLGFEIS5H,13,8,176,1537,529,1999,10,3L33EOWMM3O8DW3ESD0V,1/1/2020 21:02:59.023,1,
605,A171SF2UF7YUN4,397,17,222,422,425,820,5,58QCFF3YMQ1R8BAGXOD7,1/1/2020 21:03:08.625,1,
606,A171SF2UF7YUN4,397,6,233,839,429,1120,15,58QCFF3YMQ1R8BAGXOD7,1/1/2020 21:03:08.625,1,
607,A3KOWY3F88WP94,28,8,402,1495,261,1387,19,F12JW7QX9VURTIP47QJF,1/1/2020 21:03:10.721,1,
599,A3EP4OTNT34TW3,392,6,254,839,561,1231,5,WEM0VR8B7AW5TNDQ3773,1/1/2020 21:02:58.255,1,
612,A213MWROVZM4HA,96,1,147,823,520,1309,16,JDTSIO0PMIAOI5XMEZ5F,1/1/2020 21:03:26.985,1,
613,A213MWROVZM4HA,96,6,159,1332,513,1751,11,JDTSIO0PMIAOI5XMEZ5F,1/1/2020 21:03:26.985,1,
609,A3UETX05QO3LBS,153,9,217,637,421,468,6,0VZINY1IKQYGH2DMLXAF,1/1/2020 21:03:18.872,1,
593,A3ONZ8MBK6RLWN,504,6,222,1531,456,1785,12,YV6LR2WX6LE0TO8PL0NK,1/1/2020 21:02:47.059,1,
596,A2WPSXR944YB1Y,146,13,253,543,453,947,10,FVOGEZLXCPO96V2F7WTT,1/1/2020 21:02:54.843,1,
597,A2WPSXR944YB1Y,146,4,250,967,459,1176,1,FVOGEZLXCPO96V2F7WTT,1/1/2020 21:02:54.843,1,
598,A2WPSXR944YB1Y,146,9,251,1522,470,1791,4,FVOGEZLXCPO96V2F7WTT,1/1/2020 21:02:54.843,1,
603,A1AWR7C38PW42P,59,3,476,256,192,712,12,BZD553LXTNC64XE0DXP2,1/1/2020 21:02:59.254,1,
604,A2090SRVQLWA3F,27,17,205,1328,444,1553,8,FJ73SKVN3003X6EI7E8H,1/1/2020 21:03:00.994,1,
608,A2ROVZCNSC9710,168,8,132,198,510,839,21,UD536USTSM3MZM05LQ6Q,1/1/2020 21:03:15.019,1,
610,A3EG1ZT5UEPG86,257,22,268,919,460,1080,22,ZVZQ12DV65N2QHLRKKQK,1/1/2020 21:03:23.411,1,
611,A3EG1ZT5UEPG86,257,15,272,924,444,695,1,ZVZQ12DV65N2QHLRKKQK,1/1/2020 21:03:23.411,1,
